campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
965,2024-06-29,Holiday Follow Up,Parents 30-50,77448,Parents 30-50,6805,70643,11765,7139,1605,16.65,10.11,60.68,2.27
966,2025-02-09,Clearance Sale,General Audience,196553,General Audience,14705,181848,53687,11359,6343,29.52,6.25,21.16,3.49
967,2024-09-23,Loyalty Program,Tech Enthusiasts 18-45,188069,Tech Enthusiasts 18-45,9620,178449,27829,18766,4113,15.6,10.52,67.43,2.3
968,2024-07-30,Fitness Gear Promo,Parents 30-50,129829,Parents 30-50,10472,119357,31733,8485,2667,26.59,7.11,26.74,2.23
969,2024-08-29,Holiday Follow Up,Tech Enthusiasts 18-45,131516,Tech Enthusiasts 18-45,10204,121312,33461,10599,6518,27.58,8.74,31.68,5.37
970,2025-04-26,Brand Awareness,Seniors 55+,152294,Seniors 55+,15155,137139,35661,10860,7557,26.0,7.92,30.45,5.51
971,2024-02-14,Holiday Follow Up,Shopaholics 25-44,56584,Shopaholics 25-44,4918,51666,13091,4762,1381,25.34,9.22,36.38,2.67
972,2024-05-14,Clearance Sale,General Audience,175300,General Audience,14983,160317,29241,7756,7082,18.24,4.84,26.52,4.42
973,2025-05-21,Brand Awareness,Parents 30-50,187987,Parents 30-50,17851,170136,37664,15379,10958,22.14,9.04,40.83,6.44
974,2024-05-11,Loyalty Program,Fitness Enthusiasts 18-40,98109,Fitness Enthusiasts 18-40,7165,90944,16660,9563,5835,18.32,10.52,57.4,6.42
975,2025-03-29,Seasonal Discount,Young Adults 20-30,106624,Young Adults 20-30,8082,98542,17308,5285,2511,17.56,5.36,30.54,2.55
976,2025-01-27,Seasonal Discount,Previous Customers,189078,Previous Customers,11505,177573,47939,11407,8367,27.0,6.42,23.79,4.71
977,2024-05-05,Holiday Sales Event,Young Adults 20-30,131809,Young Adults 20-30,12452,119357,27557,10912,1213,23.09,9.14,39.6,1.02
978,2024-02-02,Clearance Sale,Tech Enthusiasts 18-45,53126,Tech Enthusiasts 18-45,2845,50281,9444,3769,2378,18.78,7.5,39.91,4.73
979,2025-07-10,Beta Testing Launch,Environment Advocates,54080,Environment Advocates,4805,49275,7766,4214,1777,15.76,8.55,54.26,3.61
980,2025-02-11,Loyalty Program,Environment Advocates,80530,Environment Advocates,6856,73674,13644,8059,3056,18.52,10.94,59.07,4.15
981,2025-01-22,Seasonal Discount,Tech Enthusiasts 18-45,141699,Tech Enthusiasts 18-45,8575,133124,32681,14010,6561,24.55,10.52,42.87,4.93
982,2024-11-07,Loyalty Program,Frequent Buyers 35-50,79691,Frequent Buyers 35-50,4780,74911,22398,6002,3501,29.9,8.01,26.8,4.67
983,2025-03-10,Holiday Sales Event,General Audience,115919,General Audience,8810,107109,28476,3999,5304,26.59,3.73,14.04,4.95
984,2024-11-22,Brand Awareness,Young Adults 20-30,130787,Young Adults 20-30,8307,122480,36215,4266,5347,29.57,3.48,11.78,4.37
985,2025-01-22,Beta Testing Launch,Women 25-34,92911,Women 25-34,5819,87092,17603,3445,3261,20.21,3.96,19.57,3.74
986,2025-01-10,Sustainability Product Launch,Shopaholics 25-44,106257,Shopaholics 25-44,6411,99846,24592,8393,1869,24.63,8.41,34.13,1.87
987,2024-09-29,School Supplies Promo,Shopaholics 25-44,159812,Shopaholics 25-44,9879,149933,39765,4794,5351,26.52,3.2,12.06,3.57
988,2025-01-11,Major Shopping Event,Seniors 55+,98564,Seniors 55+,6963,91601,18539,3198,4501,20.24,3.49,17.25,4.91
989,2025-04-03,Beta Testing Launch,Frequent Buyers 35-50,184955,Frequent Buyers 35-50,11330,173625,47616,18364,3857,27.43,10.58,38.57,2.22
990,2025-05-12,Clearance Sale,Previous Customers,99282,Previous Customers,7453,91829,20861,7014,3866,22.72,7.64,33.62,4.21
991,2024-11-03,Beta Testing Launch,Tech Enthusiasts 18-45,190793,Tech Enthusiasts 18-45,16572,174221,48902,5611,7349,28.07,3.22,11.47,4.22
992,2025-05-28,School Supplies Promo,Frequent Buyers 35-50,108714,Frequent Buyers 35-50,7483,101231,24246,8395,6187,23.95,8.29,34.62,6.11
993,2025-02-19,Beta Testing Launch,Young Adults 20-30,98226,Young Adults 20-30,9666,88560,26317,8264,2952,29.72,9.33,31.4,3.33
994,2024-07-31,Holiday Sales Event,Fitness Enthusiasts 18-40,57518,Fitness Enthusiasts 18-40,3546,53972,9926,5255,924,18.39,9.74,52.94,1.71
995,2025-07-14,Holiday Sales Event,General Audience,133098,General Audience,13167,119931,24427,7435,2850,20.37,6.2,30.44,2.38
996,2025-05-15,Loyalty Program,Shopaholics 25-44,51132,Shopaholics 25-44,3634,47498,10595,5638,3111,22.31,11.87,53.21,6.55
997,2024-11-11,Brand Awareness,Tech Enthusiasts 18-45,160329,Tech Enthusiasts 18-45,12073,148256,42902,8785,1480,28.94,5.93,20.48,1.0
998,2024-08-20,School Supplies Promo,Environment Advocates,117682,Environment Advocates,7111,110571,29009,13059,6764,26.24,11.81,45.02,6.12
999,2025-02-23,School Supplies Promo,General Audience,172312,General Audience,16105,156207,46539,9133,5168,29.79,5.85,19.62,3.31
1000,2024-12-02,Clearance Sale,Tech Enthusiasts 18-45,76261,Tech Enthusiasts 18-45,6125,70136,17572,2447,2264,25.05,3.49,13.93,3.23
