campaign_id,campaign_date,campaign_topic,customer_segment,audience_size,target_description,control_group_size,sent,opens,clicks,conversions,open_rate,click_rate,open_to_click_rate,conversion_rate
964,2024-11-16,School Supplies Promo,Parents 30-50,144942,Parents 30-50,11279,133663,39443,9187,4545,29.51,6.87,23.29,3.4
965,2025-03-06,Holiday Sales Event,Seniors 55+,196497,Seniors 55+,13516,182981,50255,21454,8581,27.47,11.73,42.69,4.69
966,2025-01-24,Clearance Sale,Tech Enthusiasts 18-45,147049,Tech Enthusiasts 18-45,14672,132377,34205,13091,7860,25.84,9.89,38.27,5.94
967,2024-08-08,Major Shopping Event,Seniors 55+,118349,Seniors 55+,7162,111187,30794,8650,1116,27.7,7.78,28.09,1.0
968,2024-10-04,Beta Testing Launch,Tech Enthusiasts 18-45,105474,Tech Enthusiasts 18-45,7413,98061,19283,9434,758,19.66,9.62,48.92,0.77
969,2024-05-23,School Supplies Promo,Parents 30-50,116675,Parents 30-50,7519,109156,22333,4715,2361,20.46,4.32,21.11,2.16
970,2025-05-28,Sustainability Product Launch,Young Adults 20-30,65947,Young Adults 20-30,4744,61203,17394,2946,463,28.42,4.81,16.94,0.76
971,2024-12-03,Clearance Sale,Seniors 55+,130669,Seniors 55+,12433,118236,30211,12587,5464,25.55,10.65,41.66,4.62
972,2024-12-24,Brand Awareness,Fitness Enthusiasts 18-40,198438,Fitness Enthusiasts 18-40,10029,188409,46003,9004,5429,24.42,4.78,19.57,2.88
973,2025-01-05,Major Shopping Event,Frequent Buyers 35-50,199975,Frequent Buyers 35-50,10905,189070,47924,17977,11220,25.35,9.51,37.51,5.93
974,2024-10-12,Fitness Gear Promo,General Audience,106435,General Audience,9198,97237,26668,8021,1872,27.43,8.25,30.08,1.93
975,2025-01-26,Holiday Sales Event,Fitness Enthusiasts 18-40,186596,Fitness Enthusiasts 18-40,18445,168151,41167,16714,2315,24.48,9.94,40.6,1.38
976,2024-11-05,Fitness Gear Promo,Women 25-34,139022,Women 25-34,13654,125368,22677,6320,7614,18.09,5.04,27.87,6.07
977,2024-05-19,Holiday Follow Up,Seniors 55+,56507,Seniors 55+,5098,51409,7872,5885,2450,15.31,11.45,74.76,4.77
978,2025-04-08,Seasonal Discount,Previous Customers,159038,Previous Customers,8434,150604,33305,6327,5280,22.11,4.2,19.0,3.51
979,2025-02-02,Fitness Gear Promo,Parents 30-50,166780,Parents 30-50,16382,150398,34457,9499,3965,22.91,6.32,27.57,2.64
980,2025-02-15,Brand Awareness,General Audience,99972,General Audience,6618,93354,27935,9866,3754,29.92,10.57,35.32,4.02
981,2024-11-05,Loyalty Program,Fitness Enthusiasts 18-40,176860,Fitness Enthusiasts 18-40,15503,161357,39858,14325,6734,24.7,8.88,35.94,4.17
982,2025-01-25,School Supplies Promo,Young Professionals 25-40,60550,Young Professionals 25-40,4465,56085,15317,5976,2361,27.31,10.66,39.02,4.21
983,2024-03-06,Sustainability Product Launch,Seniors 55+,56165,Seniors 55+,4389,51776,12176,5251,2615,23.52,10.14,43.13,5.05
984,2024-09-11,New Product Launch,Parents 30-50,58177,Parents 30-50,5410,52767,15155,5651,2322,28.72,10.71,37.29,4.4
985,2024-10-19,Brand Awareness,Young Professionals 25-40,195746,Young Professionals 25-40,16286,179460,46402,6234,5969,25.86,3.47,13.43,3.33
986,2024-06-21,School Supplies Promo,Young Adults 20-30,194338,Young Adults 20-30,9947,184391,39015,14152,6891,21.16,7.68,36.27,3.74
987,2025-02-28,Major Shopping Event,Women 25-34,85558,Women 25-34,7972,77586,14276,7793,3080,18.4,10.05,54.59,3.97
988,2024-07-11,Beta Testing Launch,Women 25-34,118030,Women 25-34,7467,110563,21531,12442,5118,19.47,11.25,57.79,4.63
989,2025-03-24,Fitness Gear Promo,Parents 30-50,197898,Parents 30-50,16320,181578,35159,13885,10733,19.36,7.65,39.49,5.91
990,2024-04-13,Loyalty Program,Young Professionals 25-40,182935,Young Professionals 25-40,15908,167027,35328,13993,1632,21.15,8.38,39.61,0.98
991,2024-10-10,Holiday Follow Up,Fitness Enthusiasts 18-40,145222,Fitness Enthusiasts 18-40,8419,136803,40833,10936,4336,29.85,7.99,26.78,3.17
992,2024-06-20,Holiday Follow Up,Tech Enthusiasts 18-45,153376,Tech Enthusiasts 18-45,11973,141403,28146,12537,3838,19.91,8.87,44.54,2.71
993,2024-07-22,School Supplies Promo,Parents 30-50,182447,Parents 30-50,10740,171707,42898,12192,3326,24.98,7.1,28.42,1.94
994,2024-02-21,Brand Awareness,Shopaholics 25-44,99416,Shopaholics 25-44,8081,91335,14915,3330,2224,16.33,3.65,22.33,2.44
995,2024-11-10,Seasonal Discount,Previous Customers,168120,Previous Customers,10067,158053,40184,6820,2982,25.42,4.32,16.97,1.89
996,2025-03-29,New Product Launch,Frequent Buyers 35-50,68249,Frequent Buyers 35-50,6277,61972,15711,5922,2809,25.35,9.56,37.69,4.53
997,2025-07-16,Beta Testing Launch,Previous Customers,109225,Previous Customers,7140,102085,15946,7571,3663,15.62,7.42,47.48,3.59
998,2024-12-12,Holiday Sales Event,Tech Enthusiasts 18-45,120034,Tech Enthusiasts 18-45,11869,108165,23872,3945,7309,22.07,3.65,16.53,6.76
999,2024-09-27,Holiday Sales Event,Young Adults 20-30,114631,Young Adults 20-30,7989,106642,26023,6111,4924,24.4,5.73,23.48,4.62
1000,2024-02-03,Brand Awareness,Fitness Enthusiasts 18-40,84925,Fitness Enthusiasts 18-40,5302,79623,16130,8274,1171,20.26,10.39,51.3,1.47
